Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/site_rpos,Agent Video,Validation Info/Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rrotvec,_runtime,Mean Episode Length,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/dynamic_time_warping/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,_timestamp,_step,Validation Measures/discrete_frechet_distance/site_rpos,Mean Episode Return,Validation Measures/dynamic_time_warping/qpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rvel,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/site_rpos
,,,,,2131.151666827,111.7813491821289,,,,,,1764576635.4088962,217907200.0,,140.3721923828125,,,,,,,
,,,,,2131.152210622,110.62946319580078,,,,,,1764576635.4094486,218726400.0,,138.29013061523438,,,,,,,
,,,,,2131.152766607,112.17627716064453,,,,,,1764576635.4099824,219545600.0,,140.83604431152344,,,,,,,
,,,,,2131.15328668,111.85643005371094,,,,,,1764576635.4105244,220364800.0,,140.93252563476562,,,,,,,
,,,,,2131.153834206,112.12359619140625,,,,,,1764576635.4110625,221184000.0,,141.06031799316406,,,,,,,
,,,,,2131.154369166,112.39582824707031,,,,,,1764576635.4116104,222003200.0,,141.8755340576172,,,,,,,
0.6049895286560059,6.6166558265686035,,50.78125,0.5828784704208374,2131.157306185,111.61360168457031,3.0141830444335938,0.2657088339328766,242.663330078125,175.8718719482422,4.414699554443359,1764576635.4141421,222822400.0,0.26442036032676697,141.24774169921875,26.633209228515625,10.503575325012207,0.3521033823490143,2.089797258377075,12.363842964172363,61.90027618408203,0.11928258836269379
,,,,,2131.157847588,112.34619903564453,,,,,,1764576635.4150746,223641600.0,,142.229248046875,,,,,,,
,,,,,2131.158391135,111.55657196044922,,,,,,1764576635.4156117,224460800.0,,141.41510009765625,,,,,,,
,,,,,2131.159005707,111.1003189086914,,,,,,1764576635.416166,225280000.0,,140.79888916015625,,,,,,,
,,,,,2131.159633037,111.97926330566406,,,,,,1764576635.416753,226099200.0,,142.2646484375,,,,,,,
