Validation Measures/dynamic_time_warping/qvel,_timestamp,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/dynamic_time_warping/site_rvel,Mean Episode Return,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rvel,Validation Measures/dynamic_time_warping/site_rpos,Validation Info/Mean Episode Length,Validation Measures/euclidean_distance/site_rpos,Mean Episode Length,_runtime,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rrotvec,Agent Video,Validation Measures/euclidean_distance/qvel,Validation Measures/dynamic_time_warping/qpos,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Measures/discrete_frechet_distance/site_rvel,_step,Validation Info/Mean Episode Return,Validation Measures/discrete_frechet_distance/qpos,Validation Measures/discrete_frechet_distance/site_rpos
,1765193588.3249493,,,74.69987487792969,,,,,,105.52117156982422,2226.003614231,,,,,,,,120422400.0,,,
,1765193588.3254573,,,75.70337677001953,,,,,,104.6912612915039,2226.004075204,,,,,,,,121241600.0,,,
,1765193588.3259819,,,78.0965805053711,,,,,,108.11341857910156,2226.004562075,,,,,,,,122060800.0,,,
,1765193588.3264816,,,77.9885482788086,,,,,,106.36894226074219,2226.005073927,,,,,,,,122880000.0,,,
,1765193588.326988,,,77.96150207519531,,,,,,107.02238464355469,2226.005624224,,,,,,,,123699200.0,,,
,1765193588.3274896,,,79.2357177734375,,,,,,107.793701171875,2226.006092171,,,,,,,,124518400.0,,,
,1765193588.3280144,,,80.8402328491211,,,,,,108.77604675292969,2226.006664756,,,,,,,,125337600.0,,,
,1765193588.3285158,,,79.79539489746094,,,,,,107.12623596191406,2226.007181692,,,,,,,,126156800.0,,,
,1765193588.3290806,,,81.54412841796875,,,,,,107.6307373046875,2226.007725762,,,,,,,,126976000.0,,,
,1765193588.3296268,,,83.29212951660156,,,,,,108.3272476196289,2226.008276076,,,,,,,,127795200.0,,,
,1765193588.3301647,,,82.87754821777344,,,,,,108.32543182373047,2226.008765409,,,,,,,,128614400.0,,,
,1765193588.3306818,,,83.98347473144531,,,,,,108.2479248046875,2226.009274132,,,,,,,,129433600.0,,,
,1765193588.331189,,,85.40237426757812,,,,,,109.16289520263672,2226.00975771,,,,,,,,130252800.0,,,
251.67318725585938,1765193588.333695,10.834579467773438,184.9403839111328,85.77166748046875,0.3953340947628021,2.1604135036468506,12.680109977722168,47.154930114746094,0.2062414139509201,108.79725646972656,2226.012863839,0.46838876605033875,0.9370089769363403,,3.132786750793457,30.544357299804688,25.32512664794922,4.48209285736084,131072000.0,41.33697509765625,0.6813720464706421,0.38294076919555664
,1765193588.3347821,,,87.28955841064453,,,,,,109.35111999511719,2226.013415457,,,,,,,,131891200.0,,,
,1765193588.335289,,,86.5472412109375,,,,,,109.17965698242188,2226.013866932,,,,,,,,132710400.0,,,
,1765193588.3357868,,,85.729248046875,,,,,,107.21968078613281,2226.01435453,,,,,,,,133529600.0,,,
,1765193588.336267,,,90.06205749511719,,,,,,110.25955200195312,2226.014840226,,,,,,,,134348800.0,,,
,1765193588.3367612,,,88.4505844116211,,,,,,109.14026641845703,2226.015442759,,,,,,,,135168000.0,,,
,1765193588.3372736,,,91.12928771972656,,,,,,109.9561996459961,2226.015893447,,,,,,,,135987200.0,,,
,1765193588.3378046,,,92.4429931640625,,,,,,110.92897033691406,2226.016504189,,,,,,,,136806400.0,,,
,1765193588.3383806,,,93.82151794433594,,,,,,111.38955688476562,2226.017177194,,,,,,,,137625600.0,,,
,1765193588.338978,,,92.09471893310547,,,,,,108.29515838623047,2226.017789262,,,,,,,,138444800.0,,,
,1765193588.3396423,,,94.42322540283203,,,,,,109.3321533203125,2226.018365016,,,,,,,,139264000.0,,,
,1765193588.340229,,,94.4502944946289,,,,,,109.74723052978516,2226.018964022,,,,,,,,140083200.0,,,
,1765193588.3408294,,,95.46300506591797,,,,,,109.65676879882812,2226.019528059,,,,,,,,140902400.0,,,
,1765193588.341385,,,97.7573471069336,,,,,,111.29190826416016,2226.020111269,,,,,,,,141721600.0,,,
,1765193588.3419974,,,97.15933990478516,,,,,,109.80378723144531,2226.020719043,,,,,,,,142540800.0,,,
,1765193588.3425677,,,97.47413635253906,,,,,,109.42781829833984,2226.021249199,,,,,,,,143360000.0,,,
247.06764221191406,1765193588.345275,10.915244102478027,173.1880645751953,99.59963989257812,0.3719121813774109,2.062791585922241,11.755812644958496,40.89552307128906,0.18924666941165924,109.90335083007812,2226.024878707,0.41388824582099915,0.8735981583595276,,3.0815787315368652,28.02412223815918,22.320165634155273,4.221737861633301,144179200.0,44.05438232421875,0.6407884359359741,0.3567817509174347
,1765193588.3467267,,,99.62677001953125,,,,,,109.574951171875,2226.02545049,,,,,,,,144998400.0,,,
,1765193588.3472953,,,100.8563232421875,,,,,,110.9589614868164,2226.025957734,,,,,,,,145817600.0,,,
,1765193588.3478403,,,103.27142333984375,,,,,,111.48770904541016,2226.026551766,,,,,,,,146636800.0,,,
,1765193588.348413,,,102.48953247070312,,,,,,110.27655792236328,2226.027139382,,,,,,,,147456000.0,,,
,1765193588.3489895,,,103.83255004882812,,,,,,110.51673126220703,2226.027696033,,,,,,,,148275200.0,,,
,1765193588.3495708,,,105.86663055419922,,,,,,111.37374114990234,2226.028299797,,,,,,,,149094400.0,,,
,1765193588.3501856,,,105.63177490234375,,,,,,111.20085144042969,2226.028848835,,,,,,,,149913600.0,,,
,1765193588.3507433,,,107.19631958007812,,,,,,111.61357116699219,2226.029462522,,,,,,,,150732800.0,,,
,1765193588.351301,,,105.82916259765625,,,,,,110.11111450195312,2226.029976442,,,,,,,,151552000.0,,,
,1765193588.3518934,,,107.7215805053711,,,,,,111.36552429199219,2226.030484387,,,,,,,,152371200.0,,,
,1765193588.3524017,,,107.62342834472656,,,,,,110.79579162597656,2226.030999617,,,,,,,,153190400.0,,,
,1765193588.3529198,,,109.46070098876953,,,,,,111.37247467041016,2226.031501712,,,,,,,,154009600.0,,,
,1765193588.3534214,,,110.14107513427734,,,,,,111.2625503540039,2226.031999294,,,,,,,,154828800.0,,,
